ledger_id,contract_id,created_at,period,ledger_type,ledger_status,initial_balance,balance,due_date,paid_off_date
rdgt1pa,heza0,2020-07-20T04:40:30.780,2,PRINCIPAL,PAID,495000,0,2020-09-20T16:59:59.999,2020-09-28T14:01:22
r3mgvbl,heza0,2020-07-20T04:40:30.780,3,INTEREST,PAID,0,0,2020-10-20T16:59:59.999,2020-10-05T01:30:42
r4v099q,heza0,2020-07-20T04:40:30.780,3,PRINCIPAL,PAID,495000,0,2020-10-20T16:59:59.999,2020-10-05T01:30:42
au0dxlo,heza0,2020-08-23T17:09:05.388,1,LATE_FEE,WAIVED,35000,0,2020-08-20T16:59:59.999,2020-08-25T04:28:37.427
cip6s0h,hnsej,2020-09-23T17:08:18.982,2,LATE_FEE,UNPAID,630000,630000,2020-09-20T16:59:59.999,
va610li,hnsej,2020-07-20T07:56:24.185,1,PRINCIPAL,UNPAID,1252500,1252500,2020-08-20T16:59:59.999,
p47zxra,hnsej,2020-07-20T07:56:24.185,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
okdm9ba,hnsej,2020-07-20T07:56:24.185,2,PRINCIPAL,UNPAID,1252500,1252500,2020-09-20T16:59:59.999,
5ntp9df,hnsej,2020-07-20T07:56:24.185,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
maddzdk,hnsej,2020-07-20T07:56:24.185,3,PRINCIPAL,UNPAID,1252500,1252500,2020-10-20T16:59:59.999,
o0sco12,hnsej,2020-07-20T07:56:24.185,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
6nct2qj,hnsej,2020-08-23T17:09:08.334,1,LATE_FEE,UNPAID,950000,950000,2020-08-20T16:59:59.999,
8hx7izy,i5y5d,2020-09-23T17:08:12.476,2,LATE_FEE,UNPAID,166000,166000,2020-09-20T16:59:59.999,
7nf9j5m,i5y5d,2020-07-20T01:36:06.880,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-25T11:11:27
e3xa3b0,i5y5d,2020-07-20T01:36:06.880,1,PRINCIPAL,PAID,167000,0,2020-08-20T16:59:59.999,2020-08-25T11:11:27
px3c34q,i5y5d,2020-07-20T01:36:06.880,4,PRINCIPAL,UNPAID,167000,167000,2020-11-20T16:59:59.999,
rn8fiwg,i5y5d,2020-07-20T01:36:06.880,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
tcmban4,i5y5d,2020-07-20T01:36:06.880,2,PRINCIPAL,UNPAID,167000,167000,2020-09-20T16:59:59.999,
2ozw147,i5y5d,2020-07-20T01:36:06.880,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
hzqlq4b,i5y5d,2020-07-20T01:36:06.880,5,PRINCIPAL,UNPAID,167000,167000,2020-12-20T16:59:59.999,
g4dbzng,i5y5d,2020-07-20T01:36:06.880,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
8ygwiof,i5y5d,2020-07-20T01:36:06.880,3,PRINCIPAL,UNPAID,167000,167000,2020-10-20T16:59:59.999,
biug5o4,i5y5d,2020-07-20T01:36:06.880,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
l28y611,i5y5d,2020-07-20T01:36:06.880,6,PRINCIPAL,UNPAID,167000,167000,2021-01-20T16:59:59.999,
134dfb8,i5y5d,2020-07-20T01:36:06.880,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
xb8jz46,i5y5d,2020-08-23T17:09:01.100,1,LATE_FEE,WAIVED,35000,0,2020-08-20T16:59:59.999,2020-08-25T04:37:00.206
74qxib3,j7dch,2020-09-23T17:08:12.685,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
okwjcye,j7dch,2020-07-20T01:31:32.217,1,PRINCIPAL,UNPAID,539500,539500,2020-08-20T16:59:59.999,
d02y8mf,j7dch,2020-07-20T01:31:32.217,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
qwwhsqb,j7dch,2020-07-20T01:31:32.217,2,PRINCIPAL,UNPAID,539500,539500,2020-09-20T16:59:59.999,
lj0mae8,j7dch,2020-07-20T01:31:32.217,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
j4bs10f,j7dch,2020-07-20T01:31:32.217,3,PRINCIPAL,UNPAID,539500,539500,2020-10-20T16:59:59.999,
udxjc3h,j7dch,2020-07-20T01:31:32.217,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
ry6xo8j,j7dch,2020-08-23T17:09:01.512,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
jgyhidh,jb3yv,2020-07-20T09:45:31.336,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-07-20T12:05:02
w55ewvd,jb3yv,2020-07-20T09:45:31.336,1,PRINCIPAL,PAID,383000,0,2020-08-20T16:59:59.999,2020-07-20T12:05:02
rdsdzva,jb3yv,2020-07-20T09:45:31.336,4,PRINCIPAL,UNPAID,383000,383000,2020-11-20T16:59:59.999,
gjwdu4u,jb3yv,2020-07-20T09:45:31.336,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
hizjk6w,jb3yv,2020-07-20T09:45:31.336,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-18T14:32:03
16k2ei5,jb3yv,2020-07-20T09:45:31.336,2,PRINCIPAL,PAID,383000,0,2020-09-20T16:59:59.999,2020-09-18T14:32:03
seqw7ll,jb3yv,2020-07-20T09:45:31.336,5,PRINCIPAL,UNPAID,383000,383000,2020-12-20T16:59:59.999,
vk6uwvf,jb3yv,2020-07-20T09:45:31.336,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
y7l9jbs,jb3yv,2020-07-20T09:45:31.336,3,PRINCIPAL,UNPAID,383000,383000,2020-10-20T16:59:59.999,
fb1bnac,jb3yv,2020-07-20T09:45:31.336,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
pvrmyve,jb3yv,2020-07-20T09:45:31.336,6,PRINCIPAL,UNPAID,383000,383000,2021-01-20T16:59:59.999,
zjdivty,jb3yv,2020-07-20T09:45:31.336,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
59wtd2b,jo3e8,2020-09-23T17:08:19.879,2,LATE_FEE,WAIVED,45000,0,2020-09-20T16:59:59.999,2020-09-26T04:49:07.434
ntdzi27,jo3e8,2020-07-20T09:41:35.890,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-24T06:06:56
hhed33w,jo3e8,2020-07-20T09:41:35.890,1,PRINCIPAL,PAID,307500,0,2020-08-20T16:59:59.999,2020-08-24T06:06:56
3oz440c,jo3e8,2020-07-20T09:41:35.890,4,PRINCIPAL,UNPAID,307500,307500,2020-11-20T16:59:59.999,
85u106c,jo3e8,2020-07-20T09:41:35.890,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
02c17sg,jo3e8,2020-07-20T09:41:35.890,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-26T10:44:47
kncx638,jo3e8,2020-07-20T09:41:35.890,2,PRINCIPAL,PAID,307500,0,2020-09-20T16:59:59.999,2020-09-26T10:44:47
tufr015,jo3e8,2020-07-20T09:41:35.890,5,PRINCIPAL,UNPAID,307500,307500,2020-12-20T16:59:59.999,
iwa9q9v,jo3e8,2020-07-20T09:41:35.890,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
o4b0z5e,jo3e8,2020-07-20T09:41:35.890,3,PRINCIPAL,UNPAID,307500,307500,2020-10-20T16:59:59.999,
9qre652,jo3e8,2020-07-20T09:41:35.890,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
dvd203h,jo3e8,2020-07-20T09:41:35.890,6,PRINCIPAL,UNPAID,307500,307500,2021-01-20T16:59:59.999,
hub95sc,jo3e8,2020-07-20T09:41:35.890,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
caljo62,jo3e8,2020-08-23T17:09:11.754,1,LATE_FEE,PAID,25000,0,2020-08-20T16:59:59.999,2020-08-24T06:06:56
tho0ezk,jxpbm,2020-09-23T17:08:16.041,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
44mj337,jxpbm,2020-07-20T04:05:28.447,1,PRINCIPAL,UNPAID,388500,388500,2020-08-20T16:59:59.999,
7he7wgr,jxpbm,2020-07-20T04:05:28.447,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
x0xsdps,jxpbm,2020-07-20T04:05:28.447,4,PRINCIPAL,UNPAID,388500,388500,2020-11-20T16:59:59.999,
16ebwdc,jxpbm,2020-07-20T04:05:28.447,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
ksflflw,jxpbm,2020-07-20T04:05:28.447,2,PRINCIPAL,UNPAID,388500,388500,2020-09-20T16:59:59.999,
axxmyny,jxpbm,2020-07-20T04:05:28.447,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
77ekcl6,jxpbm,2020-07-20T04:05:28.447,5,PRINCIPAL,UNPAID,388500,388500,2020-12-20T16:59:59.999,
v55mc91,jxpbm,2020-07-20T04:05:28.447,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
agexjkg,jxpbm,2020-07-20T04:05:28.447,3,PRINCIPAL,UNPAID,388500,388500,2020-10-20T16:59:59.999,
r9ankil,jxpbm,2020-07-20T04:05:28.447,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
gu2m3o2,jxpbm,2020-07-20T04:05:28.447,6,PRINCIPAL,UNPAID,388500,388500,2021-01-20T16:59:59.999,
mhpikhy,jxpbm,2020-07-20T04:05:28.447,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
9wstij9,jxpbm,2020-08-23T17:09:02.857,1,LATE_FEE,UNPAID,388000,388000,2020-08-20T16:59:59.999,
stgl01m,kpu81,2020-07-20T13:47:42.363,1,INTEREST,PAID,224000,0,2020-08-20T16:59:59.000,2020-08-25T09:33:53
d1msvbw,kpu81,2020-07-20T13:47:42.363,1,PRINCIPAL,PAID,862500,0,2020-08-20T16:59:59.000,2020-08-25T09:33:53
siz9mzu,kpu81,2020-07-20T13:47:42.363,2,INTEREST,PAID,155000,0,2020-09-20T16:59:59.000,2020-09-21T00:26:16
j0vlrk4,kpu81,2020-07-20T13:47:42.363,2,PRINCIPAL,PAID,931500,0,2020-09-20T16:59:59.000,2020-09-21T00:26:16
q011hdz,kpu81,2020-07-20T13:47:42.363,3,INTEREST,UNPAID,80480,80480,2020-10-20T16:59:59.000,
qv1ghzg,kpu81,2020-07-20T13:47:42.363,3,PRINCIPAL,UNPAID,1006020,1006020,2020-10-20T16:59:59.000,
dsj9ij5,kpu81,2020-08-23T17:08:46.806,1,LATE_FEE,PAID,70000,0,2020-08-20T16:59:59.999,2020-08-25T09:33:53
5tmqhfh,kvn9b,2020-07-20T02:06:37.454,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-19T04:26:12
2q8xpry,kvn9b,2020-07-20T02:06:37.454,1,PRINCIPAL,PAID,293000,0,2020-08-20T16:59:59.999,2020-08-19T04:26:12
41t0kl1,kvn9b,2020-07-20T02:06:37.454,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
5vu8pro,kvn9b,2020-07-20T02:06:37.454,4,PRINCIPAL,UNPAID,293000,293000,2020-11-20T16:59:59.999,
nslmnr9,kvn9b,2020-07-20T02:06:37.454,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-22T10:58:49
r71efl4,kvn9b,2020-07-20T02:06:37.454,2,PRINCIPAL,PAID,293000,0,2020-09-20T16:59:59.999,2020-09-22T10:58:49
2ao81rd,kvn9b,2020-07-20T02:06:37.454,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
96hhfrm,kvn9b,2020-07-20T02:06:37.454,5,PRINCIPAL,UNPAID,293000,293000,2020-12-20T16:59:59.999,
7lgbfy4,kvn9b,2020-07-20T02:06:37.454,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
xuzn8wd,kvn9b,2020-07-20T02:06:37.454,3,PRINCIPAL,UNPAID,293000,293000,2020-10-20T16:59:59.999,
fmu3url,kvn9b,2020-07-20T02:06:37.454,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
gsltf6l,kvn9b,2020-07-20T02:06:37.454,6,PRINCIPAL,UNPAID,293000,293000,2021-01-20T16:59:59.999,
fs6y69o,l1opo,2020-09-23T17:03:21.689,2,LATE_FEE,PAID,50000,0,2020-09-20T16:59:59.999,2020-09-24T01:41:24
7u1tud6,l1opo,2020-07-20T03:21:40.811,1,INTEREST,PAID,224000,0,2020-08-20T16:59:59.000,2020-08-19T11:00:00
voq757a,l1opo,2020-07-20T03:21:40.811,1,PRINCIPAL,PAID,862500,0,2020-08-20T16:59:59.000,2020-08-19T11:00:00
zggsnpm,l1opo,2020-07-20T03:21:40.811,2,INTEREST,PAID,155000,0,2020-09-20T16:59:59.000,2020-09-24T01:41:24
4c3lanw,l1opo,2020-07-20T03:21:40.811,2,PRINCIPAL,PAID,931500,0,2020-09-20T16:59:59.000,2020-09-24T01:41:24
m5ft9n0,l1opo,2020-07-20T03:21:40.811,3,INTEREST,UNPAID,80480,80480,2020-10-20T16:59:59.000,
ywu2lnj,l1opo,2020-07-20T03:21:40.811,3,PRINCIPAL,UNPAID,1006020,1006020,2020-10-20T16:59:59.000,
hnx7sws,lfex0,2020-07-20T05:15:23.257,1,INTEREST,PAID,224000,0,2020-08-20T16:59:59.000,2020-08-17T10:20:53
sdxt4r1,lfex0,2020-07-20T05:15:23.257,1,PRINCIPAL,PAID,862500,0,2020-08-20T16:59:59.000,2020-08-17T10:20:53
parsaca,lfex0,2020-07-20T05:15:23.257,2,INTEREST,PAID,155000,0,2020-09-20T16:59:59.000,2020-09-18T12:18:49
b4uuh4r,lfex0,2020-07-20T05:15:23.256,2,PRINCIPAL,PAID,931500,0,2020-09-20T16:59:59.000,2020-09-18T12:18:49
gcl50yc,lfex0,2020-07-20T05:15:23.257,3,INTEREST,UNPAID,80480,80480,2020-10-20T16:59:59.000,
0no7ffz,lfex0,2020-07-20T05:15:23.257,3,PRINCIPAL,UNPAID,1006020,1006020,2020-10-20T16:59:59.000,
zuj9zm0,lsm5s,2020-09-23T17:06:45.323,2,LATE_FEE,PARTIALLY_PAID,315000,280000,2020-09-20T16:59:59.999,
bh0qjkz,lsm5s,2020-07-20T03:59:54.198,4,PRINCIPAL,UNPAID,317500,317500,2020-11-20T16:59:59.000,
pzelhd5,lsm5s,2020-07-20T03:59:54.198,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.000,
ke2aomh,lsm5s,2020-07-20T03:59:54.198,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.000,2020-09-25T06:11:57
zih9ism,lsm5s,2020-07-20T03:59:54.198,1,PRINCIPAL,PAID,317500,0,2020-08-20T16:59:59.000,2020-09-25T06:11:57
hlebk7d,lsm5s,2020-07-20T03:59:54.198,2,PRINCIPAL,PARTIALLY_PAID,317500,285000,2020-09-20T16:59:59.000,
cl3uxfz,lsm5s,2020-07-20T03:59:54.198,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.000,
p4i5dw8,lsm5s,2020-07-20T03:59:54.198,5,PRINCIPAL,UNPAID,317500,317500,2020-12-20T16:59:59.000,
owct3fn,lsm5s,2020-07-20T03:59:54.198,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.000,
6hwrd22,lsm5s,2020-07-20T03:59:54.198,3,PRINCIPAL,UNPAID,317500,317500,2020-10-20T16:59:59.000,
jvjlt0d,lsm5s,2020-07-20T03:59:54.198,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.000,
52t0rv7,lsm5s,2020-08-23T17:07:33.151,1,LATE_FEE,WAIVED,317500,0,2020-08-20T16:59:59.999,2020-09-21T07:19:09.619
d8drl0t,mm7z5,2020-09-23T17:08:14.768,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
xk4lrym,mm7z5,2020-07-20T06:20:05.209,1,PRINCIPAL,UNPAID,491500,491500,2020-08-20T16:59:59.999,
6d0q566,mm7z5,2020-07-20T06:20:05.209,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
o5hh0g0,mm7z5,2020-07-20T06:20:05.209,4,PRINCIPAL,UNPAID,491500,491500,2020-11-20T16:59:59.999,
nwendd2,mm7z5,2020-07-20T06:20:05.209,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
ivvpvhf,mm7z5,2020-07-20T06:20:05.209,2,PRINCIPAL,UNPAID,491500,491500,2020-09-20T16:59:59.999,
91vnlnr,mm7z5,2020-07-20T06:20:05.209,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
qxxorsi,mm7z5,2020-07-20T06:20:05.209,5,PRINCIPAL,UNPAID,491500,491500,2020-12-20T16:59:59.999,
ap2jd6z,mm7z5,2020-07-20T06:20:05.209,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
wj125ei,mm7z5,2020-07-20T06:20:05.209,3,PRINCIPAL,UNPAID,491500,491500,2020-10-20T16:59:59.999,
ugjqyt3,mm7z5,2020-07-20T06:20:05.209,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
fa3jmug,mm7z5,2020-07-20T06:20:05.209,6,PRINCIPAL,UNPAID,491500,491500,2021-01-20T16:59:59.999,
0odmn45,mm7z5,2020-07-20T06:20:05.209,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
0wmrszv,mm7z5,2020-08-23T17:09:07.028,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
x5bdwko,n15zj,2020-07-20T04:28:06.142,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-19T09:48:48
usaf1kw,n15zj,2020-07-20T04:28:06.142,1,PRINCIPAL,PAID,545500,0,2020-08-20T16:59:59.999,2020-08-19T09:48:48
lxooifp,n15zj,2020-07-20T04:28:06.142,4,PRINCIPAL,UNPAID,545500,545500,2020-11-20T16:59:59.999,
7zf5dbk,n15zj,2020-07-20T04:28:06.142,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
hayz192,n15zj,2020-07-20T04:28:06.142,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-21T11:38:41
iam2z4g,n15zj,2020-07-20T04:28:06.142,2,PRINCIPAL,PAID,545500,0,2020-09-20T16:59:59.999,2020-09-21T11:38:41
ynn7jmb,n15zj,2020-07-20T04:28:06.142,5,PRINCIPAL,UNPAID,545500,545500,2020-12-20T16:59:59.999,
h8qvgla,n15zj,2020-07-20T04:28:06.142,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
y3pta7w,n15zj,2020-07-20T04:28:06.142,3,PRINCIPAL,UNPAID,545500,545500,2020-10-20T16:59:59.999,
owwylw9,n15zj,2020-07-20T04:28:06.142,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
zhuhecj,n15zj,2020-07-20T04:28:06.142,6,PRINCIPAL,UNPAID,545500,545500,2021-01-20T16:59:59.999,
p31tx1y,n15zj,2020-07-20T04:28:06.142,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
xvot8zi,na9p1,2020-07-20T01:35:07.973,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-07T13:59:41
i7xitdb,na9p1,2020-07-20T01:35:07.973,1,PRINCIPAL,PAID,346000,0,2020-08-20T16:59:59.999,2020-08-07T13:59:41
way4ciu,na9p1,2020-07-20T01:35:07.973,4,INTEREST,PAID,0,0,2020-11-20T16:59:59.999,2020-08-07T13:59:41
3bxx4b0,na9p1,2020-07-20T01:35:07.973,4,PRINCIPAL,PARTIALLY_PAID,346000,192000,2020-11-20T16:59:59.999,
cl29zyt,na9p1,2020-07-20T01:35:07.973,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-08-07T13:59:41
g1mt1su,na9p1,2020-07-20T01:35:07.973,2,PRINCIPAL,PAID,346000,0,2020-09-20T16:59:59.999,2020-09-09T05:02:49
hke2jsz,na9p1,2020-07-20T01:35:07.973,5,PRINCIPAL,UNPAID,346000,346000,2020-12-20T16:59:59.999,
xysl68c,na9p1,2020-07-20T01:35:07.973,5,INTEREST,PAID,0,0,2020-12-20T16:59:59.999,2020-08-07T13:59:41
eelw9jk,na9p1,2020-07-20T01:35:07.973,3,INTEREST,PAID,0,0,2020-10-20T16:59:59.999,2020-08-07T13:59:41
ccdnmf3,na9p1,2020-07-20T01:35:07.973,3,PRINCIPAL,PAID,346000,0,2020-10-20T16:59:59.999,2020-10-08T05:12:51
l4lpn71,na9p1,2020-07-20T01:35:07.973,6,PRINCIPAL,UNPAID,346000,346000,2021-01-20T16:59:59.999,
tl6utvx,na9p1,2020-07-20T01:35:07.973,6,INTEREST,PAID,0,0,2021-01-20T16:59:59.999,2020-08-07T13:59:41
7g2x1ms,nqglk,2020-09-23T17:08:15.438,2,LATE_FEE,UNPAID,247000,247000,2020-09-20T16:59:59.999,
en18asa,nqglk,2020-07-20T07:53:45.391,1,PRINCIPAL,UNPAID,247500,247500,2020-08-20T16:59:59.999,
sqvad6p,nqglk,2020-07-20T07:53:45.391,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
2tm8db5,nqglk,2020-07-20T07:53:45.391,4,PRINCIPAL,UNPAID,247500,247500,2020-11-20T16:59:59.999,
f43ln45,nqglk,2020-07-20T07:53:45.391,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
lqfoxbu,nqglk,2020-07-20T07:53:45.391,2,PRINCIPAL,UNPAID,247500,247500,2020-09-20T16:59:59.999,
kkukvbe,nqglk,2020-07-20T07:53:45.391,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
8x31wnt,nqglk,2020-07-20T07:53:45.391,5,PRINCIPAL,UNPAID,247500,247500,2020-12-20T16:59:59.999,
4ujbe46,nqglk,2020-07-20T07:53:45.391,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
epcr3as,nqglk,2020-07-20T07:53:45.391,3,PRINCIPAL,UNPAID,247500,247500,2020-10-20T16:59:59.999,
ukykz20,nqglk,2020-07-20T07:53:45.391,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
bauo0fz,nqglk,2020-07-20T07:53:45.391,6,PRINCIPAL,UNPAID,247500,247500,2021-01-20T16:59:59.999,
sa6j3fh,nqglk,2020-07-20T07:53:45.391,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
0nfbm1u,nqglk,2020-08-23T17:09:07.461,1,LATE_FEE,UNPAID,247000,247000,2020-08-20T16:59:59.999,
css8hac,o77fz,2020-07-20T01:48:37.325,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-08-05T03:11:16
fa5u6jv,o77fz,2020-07-20T01:48:37.325,1,PRINCIPAL,PAID,42000,0,2020-08-20T16:59:59.999,2020-08-05T03:11:16
ahrefac,o77fz,2020-07-20T01:48:37.325,4,PRINCIPAL,UNPAID,42000,42000,2020-11-20T16:59:59.999,
0r1j585,o77fz,2020-07-20T01:48:37.325,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
0wp33p2,o77fz,2020-07-20T01:48:37.325,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-16T05:00:18
33v0xdf,o77fz,2020-07-20T01:48:37.325,2,PRINCIPAL,PAID,42000,0,2020-09-20T16:59:59.999,2020-09-16T05:00:18
8mi2lio,o77fz,2020-07-20T01:48:37.325,5,PRINCIPAL,UNPAID,42000,42000,2020-12-20T16:59:59.999,
xgjhc8n,o77fz,2020-07-20T01:48:37.325,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
o7f60og,o77fz,2020-07-20T01:48:37.325,3,PRINCIPAL,UNPAID,42000,42000,2020-10-20T16:59:59.999,
hghbza5,o77fz,2020-07-20T01:48:37.325,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
blopyuh,o77fz,2020-07-20T01:48:37.325,6,PRINCIPAL,UNPAID,42000,42000,2021-01-20T16:59:59.999,
wd9sd8y,o77fz,2020-07-20T01:48:37.325,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
gdpqh09,p8438,2020-07-20T07:56:43.563,1,INTEREST,PAID,0,0,2020-08-20T16:59:59.999,2020-07-21T02:30:33
2dgjyfd,p8438,2020-07-20T07:56:43.563,1,PRINCIPAL,PAID,351500,0,2020-08-20T16:59:59.999,2020-07-21T02:30:33
ado6nnv,p8438,2020-07-20T07:56:43.563,4,PRINCIPAL,UNPAID,351500,351500,2020-11-20T16:59:59.999,
gpmzjvg,p8438,2020-07-20T07:56:43.563,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
lhs9gwo,p8438,2020-07-20T07:56:43.563,2,INTEREST,PAID,0,0,2020-09-20T16:59:59.999,2020-09-13T02:25:43
9bl1jaq,p8438,2020-07-20T07:56:43.563,2,PRINCIPAL,PAID,351500,0,2020-09-20T16:59:59.999,2020-09-13T02:25:43
y64q3dp,p8438,2020-07-20T07:56:43.563,5,PRINCIPAL,UNPAID,351500,351500,2020-12-20T16:59:59.999,
6iv84nb,p8438,2020-07-20T07:56:43.563,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
zxlw6pf,p8438,2020-07-20T07:56:43.563,3,INTEREST,PAID,0,0,2020-10-20T16:59:59.999,2020-09-15T10:07:41
2aevbr5,p8438,2020-07-20T07:56:43.563,3,PRINCIPAL,PAID,351500,0,2020-10-20T16:59:59.999,2020-09-15T10:07:41
vdr31ut,pqu7q,2020-09-23T17:08:18.668,2,LATE_FEE,UNPAID,315000,315000,2020-09-20T16:59:59.999,
h6zhcmx,pqu7q,2020-07-20T05:45:45.220,1,PRINCIPAL,UNPAID,543000,543000,2020-08-20T16:59:59.999,
xe649uj,pqu7q,2020-07-20T05:45:45.220,1,INTEREST,UNPAID,0,0,2020-08-20T16:59:59.999,
3ionbaq,pqu7q,2020-07-20T05:45:45.220,4,PRINCIPAL,UNPAID,543000,543000,2020-11-20T16:59:59.999,
9ihm63p,pqu7q,2020-07-20T05:45:45.220,4,INTEREST,UNPAID,0,0,2020-11-20T16:59:59.999,
65bc5bn,pqu7q,2020-07-20T05:45:45.220,2,PRINCIPAL,UNPAID,543000,543000,2020-09-20T16:59:59.999,
k0lza7s,pqu7q,2020-07-20T05:45:45.220,2,INTEREST,UNPAID,0,0,2020-09-20T16:59:59.999,
pngqcn2,pqu7q,2020-07-20T05:45:45.220,5,PRINCIPAL,UNPAID,543000,543000,2020-12-20T16:59:59.999,
f16vvc5,pqu7q,2020-07-20T05:45:45.220,5,INTEREST,UNPAID,0,0,2020-12-20T16:59:59.999,
jud9cvo,pqu7q,2020-07-20T05:45:45.220,3,PRINCIPAL,UNPAID,543000,543000,2020-10-20T16:59:59.999,
y9lxr3d,pqu7q,2020-07-20T05:45:45.220,3,INTEREST,UNPAID,0,0,2020-10-20T16:59:59.999,
b53sdin,pqu7q,2020-07-20T05:45:45.220,6,PRINCIPAL,UNPAID,543000,543000,2021-01-20T16:59:59.999,
16b65n2,pqu7q,2020-07-20T05:45:45.220,6,INTEREST,UNPAID,0,0,2021-01-20T16:59:59.999,
rda6g4y,pqu7q,2020-08-23T17:09:03.935,1,LATE_FEE,UNPAID,475000,475000,2020-08-20T16:59:59.999,
0j2dkm3,puqw9,2020-09-28T03:11:58.558,1,RESTRUCTURE_DOWN_PAYMENT,PAID,0,0,2020-09-28T16:59:59,
